epoch,binary_accuracy,loss,macro_f1,val_binary_accuracy,val_loss,val_macro_f1
0,0.9528861013308831,0.141840800097135,0.07883528928994037,0.9636632501658667,0.10622136185552573,0.14954653430640782
1,0.9687862022301478,0.09227859239480615,0.17532280250987659,0.9701937218479109,0.08855974035828844,0.1681333426990361
2,0.9718677714245687,0.08264451589758644,0.19314152565351494,0.9728454891986336,0.07995588023725199,0.18025403062593617
3,0.9731630293161633,0.07829150828336998,0.20102380733409833,0.972510870572374,0.0810575288219958,0.17832307907396713
4,0.9730589141129888,0.07835187907996963,0.20099353355365027,0.9728670762523441,0.08023754210435957,0.18165601986461702
5,0.9743832910964971,0.07394822578792744,0.20855249748554333,0.9737557982355987,0.07722590257622543,0.18607362616696882
6,0.9752979896980118,0.07104239542331427,0.213989364648816,0.9730901559249975,0.0784084723792098,0.18510557239289344
7,0.9753015797430878,0.07091470194588749,0.21433909392920764,0.9733204332998676,0.07802618895519435,0.1863903287372569
8,0.9763411366631968,0.06775006875337522,0.22054298039849052,0.9736154725924869,0.07719955074486595,0.18899345506187554
9,0.9770511953974255,0.06560420314195195,0.2231972762425026,0.9737881786900616,0.07745722585918621,0.1899766629123049
10,0.9771457359136503,0.0651526595651521,0.22502569160930247,0.9735111288190392,0.07753047687678016,0.19148740430897146
11,0.9779156311123142,0.06303405563046309,0.22872524970299196,0.9735147263670842,0.07765371974541875,0.19221977582687383
12,0.9783743773334375,0.06145379436351621,0.23106065624225317,0.9734679527780401,0.07809970461157885,0.19306528858304528
13,0.9786105315791526,0.06071183955714841,0.232745623276325,0.9734283734443998,0.07842448990587118,0.193566578683379
14,0.9791111632750499,0.059061727206353054,0.23534225743668818,0.9734679542912751,0.07872067090933052,0.19485387502419427
15,0.9796568711350168,0.057644184209854926,0.23868149223856108,0.9733168364243716,0.07927163508398871,0.19322391930436886
16,0.9798611125226502,0.05696228541101768,0.23985331606023752,0.9733815980899149,0.07960169506095066,0.19246182786182556
17,0.980388470046496,0.0556749333565628,0.2417783118848506,0.9731945003709941,0.07989230000102637,0.19308551397747314
18,0.9807706255387104,0.05446128128205686,0.24427339212329616,0.9730613714212759,0.08002912060965814,0.19379702733753432
19,0.9809022647221635,0.05365554359351941,0.2452317511317691,0.9730074029883478,0.081026808597799,0.1950185687631915
20,0.9814176561498754,0.052366994439891484,0.24812257683328393,0.9729102544791272,0.08113009799324365,0.19568630575356094
21,0.9817447618174311,0.05141626261247495,0.24911105903076697,0.9728382928415145,0.08149644408811131,0.19521120137026685
22,0.9819880971039898,0.050577432104328864,0.25058017363531504,0.9726583899664778,0.0820994643554911,0.19526145312992912
23,0.9823941858510099,0.04949115258907321,0.2529087432631764,0.9729138498413882,0.08218494441481083,0.1953911290035093
24,0.9827204941305171,0.048539602608828454,0.25486052022421146,0.9725540451842067,0.08346514382014741,0.19543590441829564
25,0.9830144905969442,0.047629116710924936,0.2561873342198166,0.9724784852419317,0.08363121414585999,0.19614071474635214
26,0.9833483772132432,0.04665135442875646,0.257754351047215,0.9725108707405112,0.08460589655778766,0.19561455904785938
27,0.9837002158910618,0.04570793335291792,0.26025037457926187,0.9722733972607278,0.08529122990302541,0.19494223938295974
28,0.9839399597810711,0.04490947090453404,0.2617374999563707,0.9719855530641983,0.08628317207880896,0.19714966142085105
29,0.9842626774189899,0.04405790048711835,0.26326953216723115,0.9720179387309151,0.08715767441882274,0.19652961913301847
30,0.9845786126821278,0.04304372138322635,0.26488645225064283,0.9723237704995321,0.08651923452607752,0.19632698002840132
31,0.9849344400431236,0.04212527114131937,0.267327073688289,0.9719351821793152,0.08781758617289227,0.19553785700724055
32,0.9852228518386107,0.04127046294085116,0.26831513609361424,0.9719351814226976,0.08816233861729061,0.19616282769125507
