epoch,binary_accuracy,loss,macro_f1,val_binary_accuracy,val_loss,val_macro_f1
0,0.9360325091849317,0.18329562818174855,0.056771544377314354,0.9579241072939289,0.1287432635263089,0.09221237986799209
1,0.9657615791630796,0.10153955255859426,0.1613482270906383,0.9676915355267063,0.09659398159072284,0.15976861115064353
2,0.9680344083102113,0.09356601962592025,0.18039443473557304,0.9691028244072392,0.09263063633754369,0.16702918751585868
3,0.9691050081720857,0.09030084643849812,0.18801501987527275,0.9688292083240324,0.09149254282275515,0.16873908189515913
4,0.9697595737592248,0.08815784084732466,0.19256264128834755,0.9673819141041848,0.09552776401922587,0.16970398450090038
5,0.9702753265407615,0.0864852575539978,0.19624309713091487,0.9699092772699172,0.08947697739086805,0.17443763629323053
6,0.9710706976629139,0.0838477781483154,0.20177681136575445,0.9709137415693653,0.08508671093732119,0.1863564181171598
7,0.9722689397638401,0.08032045257061432,0.20865342975344464,0.9717021930602289,0.0823047321890631,0.18453434937663615
8,0.9732330375969452,0.07694878475274558,0.21512094697381787,0.9718462016313306,0.082689514398695,0.19194143341193276
9,0.9743558909528336,0.07356121896062474,0.22183590894265418,0.9729838735634281,0.07911445442587137,0.1955529737616739
10,0.975504271883126,0.06987337591466071,0.22857446879350857,0.9735383102009373,0.07744660015488344,0.19943728802665586
11,0.976434465015761,0.06693659636163399,0.23431735909447404,0.9734951076969024,0.07698368485115709,0.20106764924261838
12,0.9766801765789042,0.06599548191206264,0.23639610072889441,0.9733727003297498,0.07783350496582928,0.20132197431258617
13,0.9766546483015145,0.06604270543104265,0.23591868682838363,0.9729838757745681,0.07827638928147573,0.19807278540946782
14,0.9767918635407373,0.06576190467090416,0.23761702488024078,0.9729982764490189,0.07879195879363725,0.2007442563111263
15,0.9765960122748218,0.06585897232543643,0.23748112580418757,0.9728218641011945,0.08068511985362538,0.20068121860104224
16,0.9765465507301115,0.06568571226138774,0.23735787600326785,0.9722818290033648,0.08196985181721468,0.19549792180618933
17,0.9766937383397977,0.06522279599045082,0.2387494676952131,0.9727462589740753,0.08086237887281084,0.19912335735054748
18,0.9773985634133848,0.06319798722003105,0.24294354931302928,0.9725806499681166,0.08109553480941442,0.20063810946960603
19,0.9783582736267372,0.06011382009457262,0.24907773244510897,0.9725878516512533,0.08023553108195625,0.2028195628595929
20,0.9793658499699818,0.05720781482019867,0.2544944030009716,0.9732682944305482,0.0799518669715091,0.2041737385695019
21,0.9804057365468436,0.05399268946734878,0.261022253025901,0.9731818895186147,0.08006520658551204,0.20494158251751815
22,0.9814165040499147,0.05123460876590321,0.2661539520748796,0.973189089471294,0.08002513436780821,0.21020630182878625
23,0.9822274316648145,0.04910277769607282,0.270593346979967,0.9732502930587338,0.08045847218543772,0.20835326435344834
24,0.9822876626057144,0.048648378863035996,0.2711101459183486,0.9730594809978239,0.08187583423249664,0.20904495872316822
25,0.9823770129292927,0.048273439813349354,0.27227530374143105,0.9726706545199117,0.08323695070200389,0.2084548447281122
26,0.9824559911819251,0.04819267628307696,0.27270386270843205,0.9719506082996245,0.08505449143628921,0.2073218216819148
27,0.9824707500950791,0.04798567256513448,0.27314882358273834,0.9725806519869835,0.08415695674897682,0.2095913466787146
28,0.9824364457154291,0.047932676474841375,0.2740109458850634,0.971943409019901,0.08741715039697386,0.20808592477152424
