epoch,binary_accuracy,loss,macro_f1,val_binary_accuracy,val_loss,val_macro_f1
0,0.9419032529134934,0.1716633111689828,0.058213391989104885,0.958147318132462,0.1345234879262505,0.09261587403654571
1,0.9659023837501275,0.10092818098018921,0.16248574448460507,0.9687140006211497,0.09286146674665713,0.16151934317763775
2,0.9682446186183775,0.09307394795894644,0.18184877483918463,0.9688292087085786,0.09416720847929677,0.16772900944755922
3,0.9691740142353268,0.08999581095843101,0.18900608964227114,0.9686275977280832,0.09208382375298008,0.16742165533284986
4,0.9697958705913517,0.08796955628042309,0.19319283363513856,0.9694448482605719,0.09056304529789955,0.1736300426385095
5,0.9702641584879165,0.08632969771717555,0.19687785955879564,0.9693368407987779,0.08970211350749577,0.1743165755704526
6,0.9712482004335218,0.08348216225138151,0.2018673814050294,0.9708417377164287,0.0851645972820059,0.18246031055046666
7,0.9723355526515975,0.08001045381325464,0.20907097221288917,0.9714897777765028,0.08462469218178623,0.18783187807327317
8,0.9733467188432781,0.07664723982209017,0.21603415330726816,0.9720622165549186,0.08250105274060081,0.19266475941384992
9,0.9743267720920686,0.07327766701135734,0.22240788332739841,0.9728434672278743,0.07918173987418413,0.19654702020268286
10,0.97090316776338,0.08920770974895033,0.12956586642287923,0.9685807927962272,0.08866787698840903,0.16062735688061483
11,0.9754248936317749,0.07004588386117133,0.2279976138883697,0.9724258400740162,0.08043051939457654,0.1961828347896376
12,0.9752418071116781,0.07008982598721672,0.22852175942541575,0.9718714022828686,0.08212235395706469,0.1929457667614183
13,0.9750531361923633,0.07083983156095133,0.226804263664781,0.9725050453216799,0.08147262218858926,0.19592768840732114
14,0.9748385377638334,0.07156107421855232,0.22557418542202454,0.9709173434203671,0.08578879921546867,0.18816294533110434
15,0.9744029586616799,0.07220924369660635,0.2241532641507584,0.9714825769585947,0.08371530048729431,0.18837059136600265
16,0.9749262916287667,0.07079637550906658,0.22767084703419233,0.971392572310663,0.08472174209572615,0.19604967533340378
17,0.9761532532095142,0.06717175138306093,0.23482311677435325,0.9713709723564886,0.08494574887257429,0.19231910504881414
18,0.977351894073609,0.06336776795480839,0.24200745537248655,0.9724438422149227,0.08164391828881155,0.20202359999379804
19,0.9786063785996925,0.05935711990356222,0.2501411031335166,0.9728578672293694,0.07913930404390539,0.20729670832234046
20,0.9800172243333868,0.05532177949784919,0.25784584921947795,0.9733294992677627,0.0778798541384599,0.2086404355903787
21,0.9813327384131393,0.05170126260092497,0.2644937352421797,0.9734231047091946,0.07840680065865238,0.21210590984311797
22,0.9815114383040537,0.05083419804147087,0.26667103654517926,0.9733582992707529,0.07927222738883669,0.209754220708724
23,0.9815975965198404,0.050677129639821225,0.2671932995870571,0.972915469638763,0.08100298817059205,0.20987599117140615
24,0.9815166231519074,0.05068827037658913,0.26796103751764844,0.9726274530733785,0.08296001158474434,0.20901111612517026
25,0.9813822002773884,0.05099338880694172,0.2680793875552783,0.9728002647238393,0.08069564119702385,0.2089961886405945
26,0.9813439074565548,0.051007130080261524,0.268307808668135,0.9720046125112042,0.08471806191148297,0.20412261398328888
27,0.9812701141050324,0.051086598800047914,0.2679086629503684,0.9717381967652229,0.0861525769420569,0.20799006830540395
28,0.9819721475808088,0.04879963977626519,0.27222739755867675,0.9718210010759292,0.0855170319157262,0.20853499895141972
29,0.9830774497653519,0.045939826205162446,0.2785596647036872,0.9724330392576033,0.08471010459827319,0.21047179917654685
30,0.9841261114539037,0.0430403247960258,0.2839664394918661,0.9723970391096607,0.08476094625469657,0.2120094686145744
31,0.9853091970501499,0.03992489874203176,0.2899795308219185,0.9727426607762614,0.0848863637976108,0.21570605326804423
32,0.9862920424825724,0.03743122335692456,0.2940124165828608,0.9730522801799159,0.08434893338370227,0.21696164386887704
33,0.9870072383809039,0.035375521165632334,0.2982097856215786,0.9727138580814485,0.08646849859806319,0.21505526045878087
34,0.9870858184348864,0.035252968802331835,0.29834190139638855,0.9724618422408258,0.08758769438812329,0.2159638077741669
